Таблица лексем
+--------------------------------+
|Строка    |Позиция   |Лексема   |
195 : SAVESTATE:          20
195 :                    ti,ti){q(iui){rl;}s{rl;}r     ti,P)W$             
196 :                    i,ti){q(iui){rl;}s{rl;}rl     i,P)W$              
197 :                    ,ti){q(iui){rl;}s{rl;}rl;     ,P)W$               
198 :                    ti){q(iui){rl;}s{rl;}rl;}     P)W$                
199 :P->ti,P             ti){q(iui){rl;}s{rl;}rl;}     P)W$                
200 : SAVESTATE:          21
200 :                    ti){q(iui){rl;}s{rl;}rl;}     ti,P)W$             
201 :                    i){q(iui){rl;}s{rl;}rl;}f     i,P)W$              
202 :                    ){q(iui){rl;}s{rl;}rl;}ft     ,P)W$               
203 : TS_NOK/NS_NORULECHAIN
203 : RESSTATE            
203 :                    ti){q(iui){rl;}s{rl;}rl;}     P)W$                
204 :P->ti               ti){q(iui){rl;}s{rl;}rl;}     P)W$                
205 : SAVESTATE:          21
205 :                    ti){q(iui){rl;}s{rl;}rl;}     ti)W$               
206 :                    i){q(iui){rl;}s{rl;}rl;}f     i)W$                
207 :                    ){q(iui){rl;}s{rl;}rl;}ft     )W$                 
208 :                    {q(iui){rl;}s{rl;}rl;}fti     W$                  
209 :W->{BrR;Z           {q(iui){rl;}s{rl;}rl;}fti     W$                  
210 : SAVESTATE:          22
210 :                    {q(iui){rl;}s{rl;}rl;}fti     {BrR;Z$             
211 :                    q(iui){rl;}s{rl;}rl;}fti(     BrR;Z$              
212 :B->q(U)KE           q(iui){rl;}s{rl;}rl;}fti(     BrR;Z$              
213 : SAVESTATE:          23
213 :                    q(iui){rl;}s{rl;}rl;}fti(     q(U)KErR;Z$         
214 :                    (iui){rl;}s{rl;}rl;}fti(t     (U)KErR;Z$          
215 :                    iui){rl;}s{rl;}rl;}fti(ti     U)KErR;Z$           
216 :U->iI               iui){rl;}s{rl;}rl;}fti(ti     U)KErR;Z$           
217 : SAVESTATE:          24
217 :                    iui){rl;}s{rl;}rl;}fti(ti     iI)KErR;Z$          
218 :                    ui){rl;}s{rl;}rl;}fti(ti,     I)KErR;Z$           
219 :I->uR               ui){rl;}s{rl;}rl;}fti(ti,     I)KErR;Z$           
220 : SAVESTATE:          25
220 :                    ui){rl;}s{rl;}rl;}fti(ti,     uR)KErR;Z$          
221 :                    i){rl;}s{rl;}rl;}fti(ti,t     R)KErR;Z$           
222 :R->i                i){rl;}s{rl;}rl;}fti(ti,t     R)KErR;Z$           
223 : SAVESTATE:          26
223 :                    i){rl;}s{rl;}rl;}fti(ti,t     i)KErR;Z$           
224 :                    ){rl;}s{rl;}rl;}fti(ti,ti     )KErR;Z$            
225 :                    {rl;}s{rl;}rl;}fti(ti,ti)     KErR;Z$             
226 :K->{B               {rl;}s{rl;}rl;}fti(ti,ti)     KErR;Z$             
227 : SAVESTATE:          27
227 :                    {rl;}s{rl;}rl;}fti(ti,ti)     {BErR;Z$            
228 :                    rl;}s{rl;}rl;}fti(ti,ti){     BErR;Z$             
229 : TNS_NORULECHAIN/NS_NORULE
229 : RESSTATE            
229 :                    {rl;}s{rl;}rl;}fti(ti,ti)     KErR;Z$             
230 :K->{BrV;            {rl;}s{rl;}rl;}fti(ti,ti)     KErR;Z$             
231 : SAVESTATE:          27
231 :                    {rl;}s{rl;}rl;}fti(ti,ti)     {BrV;ErR;Z$         
232 :                    rl;}s{rl;}rl;}fti(ti,ti){     BrV;ErR;Z$          
233 : TNS_NORULECHAIN/NS_NORULE
233 : RESSTATE            
233 :                    {rl;}s{rl;}rl;}fti(ti,ti)     KErR;Z$             
234 :K->{BrR;            {rl;}s{rl;}rl;}fti(ti,ti)     KErR;Z$             
235 : SAVESTATE:          27
235 :                    {rl;}s{rl;}rl;}fti(ti,ti)     {BrR;ErR;Z$         
236 :                    rl;}s{rl;}rl;}fti(ti,ti){     BrR;ErR;Z$          
237 : TNS_NORULECHAIN/NS_NORULE
237 : RESSTATE            
237 :                    {rl;}s{rl;}rl;}fti(ti,ti)     KErR;Z$             
238 :K->{rV;             {rl;}s{rl;}rl;}fti(ti,ti)     KErR;Z$             
239 : SAVESTATE:          27
239 :                    {rl;}s{rl;}rl;}fti(ti,ti)     {rV;ErR;Z$          
240 :                    rl;}s{rl;}rl;}fti(ti,ti){     rV;ErR;Z$           
241 :                    l;}s{rl;}rl;}fti(ti,ti){q     V;ErR;Z$            
242 :V->lT               l;}s{rl;}rl;}fti(ti,ti){q     V;ErR;Z$            
243 : SAVESTATE:          28
243 :                    l;}s{rl;}rl;}fti(ti,ti){q     lT;ErR;Z$           
244 :                    ;}s{rl;}rl;}fti(ti,ti){q(     T;ErR;Z$            
245 : TNS_NORULECHAIN/NS_NORULE
245 : RESSTATE            
245 :                    l;}s{rl;}rl;}fti(ti,ti){q     V;ErR;Z$            
246 : TNS_NORULECHAIN/NS_NORULE
246 : RESSTATE            
246 :                    {rl;}s{rl;}rl;}fti(ti,ti)     KErR;Z$             
247 :K->{rR;             {rl;}s{rl;}rl;}fti(ti,ti)     KErR;Z$             
248 : SAVESTATE:          27
248 :                    {rl;}s{rl;}rl;}fti(ti,ti)     {rR;ErR;Z$          
249 :                    rl;}s{rl;}rl;}fti(ti,ti){     rR;ErR;Z$           
250 :                    l;}s{rl;}rl;}fti(ti,ti){q     R;ErR;Z$            
251 :R->l                l;}s{rl;}rl;}fti(ti,ti){q     R;ErR;Z$            
252 : SAVESTATE:          28
252 :                    l;}s{rl;}rl;}fti(ti,ti){q     l;ErR;Z$            
253 :                    ;}s{rl;}rl;}fti(ti,ti){q(     ;ErR;Z$             
254 :                    }s{rl;}rl;}fti(ti,ti){q(i     ErR;Z$              
255 :E->}sK}             }s{rl;}rl;}fti(ti,ti){q(i     ErR;Z$              
256 : SAVESTATE:          29
256 :                    }s{rl;}rl;}fti(ti,ti){q(i     }sK}rR;Z$           
257 :                    s{rl;}rl;}fti(ti,ti){q(iu     sK}rR;Z$            
258 :                    {rl;}rl;}fti(ti,ti){q(iui     K}rR;Z$             
259 :K->{B               {rl;}rl;}fti(ti,ti){q(iui     K}rR;Z$             
260 : SAVESTATE:          30
260 :                    {rl;}rl;}fti(ti,ti){q(iui     {B}rR;Z$            
261 :                    rl;}rl;}fti(ti,ti){q(iui)     B}rR;Z$             
262 : TNS_NORULECHAIN/NS_NORULE
262 : RESSTATE            
262 :                    {rl;}rl;}fti(ti,ti){q(iui     K}rR;Z$             
263 :K->{BrV;            {rl;}rl;}fti(ti,ti){q(iui     K}rR;Z$             
264 : SAVESTATE:          30
264 :                    {rl;}rl;}fti(ti,ti){q(iui     {BrV;}rR;Z$         
265 :                    rl;}rl;}fti(ti,ti){q(iui)     BrV;}rR;Z$          
266 : TNS_NORULECHAIN/NS_NORULE
266 : RESSTATE            
266 :                    {rl;}rl;}fti(ti,ti){q(iui     K}rR;Z$             
267 :K->{BrR;            {rl;}rl;}fti(ti,ti){q(iui     K}rR;Z$             
268 : SAVESTATE:          30
268 :                    {rl;}rl;}fti(ti,ti){q(iui     {BrR;}rR;Z$         
269 :                    rl;}rl;}fti(ti,ti){q(iui)     BrR;}rR;Z$          
270 : TNS_NORULECHAIN/NS_NORULE
270 : RESSTATE            
270 :                    {rl;}rl;}fti(ti,ti){q(iui     K}rR;Z$             
271 :K->{rV;             {rl;}rl;}fti(ti,ti){q(iui     K}rR;Z$             
272 : SAVESTATE:          30
272 :                    {rl;}rl;}fti(ti,ti){q(iui     {rV;}rR;Z$          
273 :                    rl;}rl;}fti(ti,ti){q(iui)     rV;}rR;Z$           
274 :                    l;}rl;}fti(ti,ti){q(iui){     V;}rR;Z$            
275 :V->lT               l;}rl;}fti(ti,ti){q(iui){     V;}rR;Z$            
276 : SAVESTATE:          31
276 :                    l;}rl;}fti(ti,ti){q(iui){     lT;}rR;Z$           
277 :                    ;}rl;}fti(ti,ti){q(iui){r     T;}rR;Z$            
278 : TNS_NORULECHAIN/NS_NORULE
278 : RESSTATE            
278 :                    l;}rl;}fti(ti,ti){q(iui){     V;}rR;Z$            
279 : TNS_NORULECHAIN/NS_NORULE
279 : RESSTATE            
279 :                    {rl;}rl;}fti(ti,ti){q(iui     K}rR;Z$             
280 :K->{rR;             {rl;}rl;}fti(ti,ti){q(iui     K}rR;Z$             
281 : SAVESTATE:          30
281 :                    {rl;}rl;}fti(ti,ti){q(iui     {rR;}rR;Z$          
282 :                    rl;}rl;}fti(ti,ti){q(iui)     rR;}rR;Z$           
283 :                    l;}rl;}fti(ti,ti){q(iui){     R;}rR;Z$            
284 :R->l                l;}rl;}fti(ti,ti){q(iui){     R;}rR;Z$            
285 : SAVESTATE:          31
285 :                    l;}rl;}fti(ti,ti){q(iui){     l;}rR;Z$            
286 :                    ;}rl;}fti(ti,ti){q(iui){r     ;}rR;Z$             
287 :                    }rl;}fti(ti,ti){q(iui){rl     }rR;Z$              
288 :                    rl;}fti(ti,ti){q(iui){rl;     rR;Z$               
289 :                    l;}fti(ti,ti){q(iui){rl;}     R;Z$                
290 :R->l                l;}fti(ti,ti){q(iui){rl;}     R;Z$                
